seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
47,15,7,2,2438,1043,1617,1192,1000,2022,
50,15,9,2,1281,1837,1006,1144,233,2445,
66,15,11,2,1568,,2560,1102,191,3973,
67,15,13,2,3207,,5432,2499,,5663,
36,15,15,2,1088,1155,2533,831,1340,2174,
24,15,17,2,,2569,9203,2947,1309,1367,
15,15,19,2,1814,3563,2410,1012,1202,2767,
17,15,21,2,1859,901,1392,1217,,2443,
33,15,23,2,1927,1926,1152,3732,1368,2041,
10,15,25,2,1782,2281,1613,2620,994,3338,
45,15,27,2,2758,1535,1531,2028,440,3306,
40,15,29,2,3358,,4606,2091,1786,1898,
34,15,31,2,1284,1920,2151,1281,1262,6071,
21,16,2,1,491,2485,6188,2668,1137,,
55,16,4,1,2287,1209,4417,2117,252,2980,
46,16,6,1,2456,1351,746,2262,2247,1309,
20,16,8,1,592,2658,522,823,1083,510,
54,16,10,1,479,3760,286,4505,667,5214,
45,16,12,1,1375,1347,3700,3036,,,
15,16,14,1,777,213,932,2330,1868,1046,301
12,16,16,1,2029,3180,1992,,3024,,2505
40,16,18,1,1751,539,3663,3045,1310,2839,
63,16,20,1,403,1191,10117,1651,,2801,
37,16,22,1,862,778,2058,208,3864,1724,
59,16,24,1,565,1614,2861,3621,,3111,
47,16,26,1,1502,2037,1199,1334,2024,1618,
43,16,28,1,583,2436,2399,317,2520,345,
18,16,30,1,2268,498,1993,1980,1122,2724,
39,16,32,1,486,2601,533,1560,1166,1174,2201
35,16,1,2,465,3643,1288,2332,1305,,
14,16,3,2,2638,1756,835,684,1239,265,
10,16,5,2,2931,1860,1662,1374,1852,1961,
29,16,7,2,1277,2787,785,1423,1461,3558,
50,16,9,2,431,2375,1812,778,1654,3193,
57,16,11,2,871,3756,2254,2664,222,663,
66,16,13,2,778,629,552,4533,,313,
25,16,15,2,239,1963,358,3049,862,,1499
41,16,17,2,592,1002,3256,869,1818,3826,
7,16,19,2,2262,1790,1541,1127,1234,4168,
51,16,21,2,1939,190,3825,1013,2692,2503,
13,16,23,2,1987,1644,1752,1184,855,1731,2323
61,16,25,2,1773,915,2367,1805,,3697,
9,16,27,2,2396,1504,2285,2115,202,3276,
17,16,29,2,2987,1287,678,1733,2020,617,1753
60,16,31,2,2049,1448,2074,2272,1561,1650,
36,17,2,1,2013,2842,2207,1202,,6386,
63,17,4,1,1974,3262,5033,1547,179,2018,
62,17,6,1,1689,2587,5089,1551,1273,2086,
25,17,8,1,2810,1864,1318,1586,296,4841,
56,17,10,1,1600,1179,784,916,1294,1607,
18,17,12,1,953,3426,2621,860,294,2851,
13,17,14,1,1666,1429,1205,874,1876,2016,
11,17,16,1,1768,1946,2141,1432,886,2476,
53,17,18,1,3664,2883,2117,608,667,1143,
45,17,20,1,3180,1288,2161,891,,2448,
14,17,22,1,1445,1601,1898,2726,1979,1860,
7,17,24,1,2244,,3856,1410,,2071,
35,17,26,1,1538,1717,1993,3086,731,951,
8,17,28,1,2313,1922,2045,223,,5077,
19,17,30,1,2503,1767,1801,1537,1158,1343,
16,17,32,1,1552,1566,1960,1127,866,2102,
22,17,1,2,2082,2860,1679,1401,,2343,
23,17,3,2,3138,2287,1194,1324,,4593,
37,17,5,2,3960,3336,1940,1710,1082,4464,
55,17,7,2,2617,819,2148,2212,1045,1152,
43,17,9,2,1720,2273,1672,2123,179,4943,
5,17,11,2,3001,1911,3162,1776,189,,
50,17,13,2,1825,,5108,1665,,8956,
39,17,15,2,1715,1174,217,1391,1835,3151,
41,17,17,2,1989,2761,1944,3249,1701,1685,
54,17,19,2,2732,2379,2297,1530,2481,7412,
34,17,21,2,1945,750,950,612,522,1366,
