seq,subj,item,cond,R1,R2,R3,R4,R5,R6
8,5,17,2,3089,4244,3666,2966,2449,4552
21,5,19,2,3995,5126,6250,2751,2692,2834
3,5,21,2,5602,4241,4326,4015,1712,2674
33,5,23,2,4179,6378,4567,2404,2698,2717
37,5,25,2,3265,5578,3983,5178,1793,2002
12,5,27,2,2881,4057,3963,3809,2117,3026
25,5,29,2,2937,3934,3581,3043,1929,3202
22,5,31,2,2426,3496,4375,3899,2312,2121
22,6,2,1,2386,3644,3045,2046,966,870
35,6,4,1,2715,3464,2913,3059,2219,1301
9,6,6,1,1160,1212,954,902,839,940
3,6,8,1,2435,1272,1633,1081,1281,1165
12,6,10,1,1199,1141,2335,1074,1734,1479
6,6,12,1,2890,3328,2120,1814,2514,1772
37,6,14,1,3007,1743,2075,2870,1324,1058
1,6,16,1,2373,2321,3172,4025,1688,1092
24,6,18,1,2004,3271,2798,3318,2394,1019
5,6,20,1,2902,3329,1024,3042,2034,1275
14,6,22,1,3515,1405,1338,2080,2491,1534
11,6,24,1,1309,904,1065,950,585,1093
43,6,26,1,3265,2167,1214,688,823,476
39,6,28,1,4745,2173,2384,1768,884,2980
15,6,30,1,2076,4058,2418,2252,1680,1194
29,6,32,1,1570,973,3843,1225,1265,619
7,6,1,2,1558,2254,1641,1886,1172,649
27,6,3,2,839,781,1595,1565,1288,2601
40,6,5,2,1177,742,1161,673,701,659
30,6,7,2,1006,1951,1513,1061,920,1005
19,6,9,2,1218,1872,1717,2099,1956,1096
26,6,11,2,745,820,1231,1487,2271,1094
21,6,13,2,2084,2001,883,901,1418,581
25,6,15,2,438,858,628,736,678,1347
17,6,17,2,892,1047,1073,1479,3045,3178
34,6,19,2,1058,920,812,749,949,1676
16,6,21,2,1697,922,1855,3142,1544,748
32,6,23,2,2147,2548,1439,1444,651,856
33,6,25,2,2521,1005,982,2824,1189,1308
38,6,27,2,1083,1454,1566,1013,725,803
42,6,29,2,2766,1058,1009,1224,2232,2568
18,6,31,2,1104,1892,1001,1878,1049,961
16,7,2,1,1873,2163,1785,1546,1082,789
7,7,4,1,3291,3397,1722,1112,756,735
42,7,6,1,2077,1105,1463,1130,2134,661
12,7,8,1,1765,2547,1908,1868,2928,1324
1,7,10,1,2390,2012,1435,1357,1717,1042
23,7,12,1,1804,2108,909,1639,685,532
18,7,14,1,5674,1345,819,899,832,606
38,7,16,1,1172,1641,1323,873,720,687
19,7,18,1,2254,1853,1440,1057,742,679
5,7,20,1,1967,2714,1873,1949,943,974
40,7,22,1,1166,2389,2290,2194,859,1230
9,7,24,1,2972,3336,868,977,616,678
30,7,26,1,914,946,1155,726,598,972
39,7,28,1,1536,772,1707,988,974,1853
32,7,30,1,1777,1589,2309,1235,1121,864
6,7,32,1,900,4234,969,1397,1222,664
20,7,1,2,3858,2112,859,1529,1338,1023
35,7,3,2,1098,1633,1222,2036,781,1606
27,7,5,2,1149,1895,1196,748,938,681
3,7,7,2,2113,3005,1875,1806,1554,2057
24,7,9,2,864,1204,1224,2063,1015,831
29,7,11,2,1646,2400,1044,1179,740,898
15,7,13,2,2377,1922,1717,1587,1218,830
41,7,15,2,1144,1864,1238,1116,1353,1057
33,7,17,2,2430,2501,2215,1587,952,1556
10,7,19,2,2274,2123,2444,907,987,1146
11,7,21,2,2897,1759,602,1271,1104,1071
26,7,23,2,1139,1681,1300,1023,962,983
31,7,25,2,1155,1564,882,1166,764,1249
14,7,27,2,1324,1465,1433,1332,580,1168
34,7,29,2,2345,1672,1561,1310,1333,682
37,7,31,2,1784,1985,2237,2088,1149,1006
7,8,2,1,5381,4118,2419,3820,1712,2071
1,8,4,1,2778,3366,2526,1686,1899,1968
41,8,6,1,1850,1770,2009,1864,1820,4049
3,8,8,1,3039,3376,1520,1578,2605,1747
28,8,10,1,5197,2276,1484,1730,1147,1464
43,8,12,1,3547,3846,1663,1863,816,906
11,8,14,1,3671,2519,1678,1740,1413,1550
39,8,16,1,4458,2808,2884,1195,1193,1072
36,8,18,1,2351,3957,3799,3724,2152,1837
26,8,20,1,4607,1495,2141,1980,1135,1263
20,8,22,1,3425,2560,1534,1091,1084,966
16,8,24,1,4158,3072,1887,2095,1018,1880
24,8,26,1,1732,1170,2485,1071,1060,1770
45,8,28,1,5835,1490,3100,2649,1538,2747
14,8,30,1,6263,5172,3902,2495,1360,1838
23,8,32,1,1557,2637,1785,1683,1191,1132
30,8,1,2,3545,2449,1423,1487,2096,937
21,8,3,2,4346,2081,2482,3440,1676,1406
5,8,5,2,8568,3457,1931,2001,2063,1949
9,8,7,2,2937,1407,1711,2006,1301,721
32,8,9,2,2388,2678,2476,1916,1493,1408
15,8,11,2,3529,3178,1811,1436,2276,1891
18,8,13,2,2683,1764,3689,2323,1570,1648
12,8,15,2,1936,2051,1700,2044,1689,2170
44,8,17,2,5724,2729,2482,2504,1894,2106
17,8,19,2,3874,3888,7215,3118,3833,4510
25,8,21,2,2550,1991,1205,2505,2310,2271
34,8,23,2,2466,1925,2496,974,1654,1485
35,8,25,2,3218,2260,3219,2861,1779,1473
37,8,27,2,3098,3901,2693,3023,1597,1675
38,8,29,2,3696,2228,1655,1819,1444,2091
13,8,31,2,3076,3345,3282,4330,1051,1695
11,9,2,1,2837,2405,1950,1253,944,525
8,9,4,1,2852,8278,4339,918,866,960
13,9,6,1,1325,1204,1513,1392,1092,951
44,9,8,1,922,727,1094,784,1132,1143
4,9,10,1,3333,2239,1525,2375,3199,1518
10,9,12,1,1658,2532,1910,1405,1419,544
15,9,14,1,1056,757,837,657,687,490
29,9,16,1,1518,1601,1162,1023,591,548
36,9,18,1,4875,4016,3027,876,781,748
31,9,20,1,2535,2721,1857,1288,821,822
43,9,22,1,5388,4740,3085,1330,1203,1083
32,9,24,1,2013,1231,1030,1563,468,1249
17,9,26,1,2339,1416,1369,1518,936,866
16,9,28,1,3176,1202,1905,2817,1114,2141
28,9,30,1,2836,1432,1285,1720,1105,1397
33,9,32,1,1304,1888,1227,422,924,503
20,9,1,2,2666,2387,2781,1102,702,600
6,9,3,2,5071,1788,1651,2338,1395,1206
23,9,5,2,1689,870,966,997,703,918
41,9,7,2,4954,4321,1301,1404,797,743
25,9,9,2,2680,2885,1591,2341,2002,704
34,9,11,2,3129,2640,818,675,694,691
27,9,13,2,2131,1481,2513,1787,1523,517
18,9,15,2,1429,2352,2146,1214,849,547
35,9,17,2,2283,2752,1301,954,950,930
3,9,19,2,2447,1162,3256,2532,1741,1263
38,9,21,2,1534,1071,817,1814,1478,1783
19,9,23,2,1387,1324,2141,1316,1208,1064
40,9,25,2,1391,1743,1343,1981,1215,851
37,9,27,2,1426,1498,2656,1313,1126,755
39,9,29,2,2713,1333,1502,1170,1362,1034
30,9,31,2,5217,7258,1473,1580,876,1216
22,10,2,1,2427,1416,1452,1270,1054,1207
1,10,4,1,1486,2422,1695,770,673,1100
24,10,6,1,4057,3509,3554,1136,1167,599
13,10,8,1,2215,1313,1645,832,2394,989
38,10,10,1,791,1337,1033,556,850,688
15,10,12,1,1083,1569,960,1144,671,1362
37,10,14,1,1309,1024,1630,733,1017,1049
7,10,16,1,1884,1672,955,609,438,627
36,10,18,1,1116,2366,2492,1099,997,743
29,10,20,1,3252,2271,1928,974,1112,1136
26,10,22,1,1526,2098,2155,786,750,532
8,10,24,1,1636,1259,1154,825,538,813
27,10,26,1,1532,1754,1321,1132,811,286
16,10,28,1,4202,2539,1746,1970,1261,1544
9,10,30,1,2459,2435,1981,1236,1128,1115
35,10,32,1,1679,1805,1226,899,584,452
19,10,1,2,3285,1949,2680,2087,1161,706
41,10,3,2,1595,2466,2205,957,660,1402
32,10,5,2,3752,2680,2356,872,480,868
17,10,7,2,2348,1301,1779,756,1109,406
3,10,9,2,1618,1575,1670,782,722,1080
11,10,11,2,1752,1610,942,912,388,685
12,10,13,2,2403,1197,2063,1251,1122,359
28,10,15,2,1377,1307,1593,862,806,1152
30,10,17,2,1640,1783,1251,646,1006,701
10,10,19,2,1844,1292,1285,863,1097,1881
40,10,21,2,2078,1367,1074,755,1032,568
31,10,23,2,1805,973,888,1003,570,939
34,10,25,2,2525,2027,1851,1484,1133,861
6,10,27,2,4391,4305,3573,1244,730,1113
5,10,29,2,2806,1790,1244,1004,708,738
21,10,31,2,5223,1245,1626,947,638,952
11,11,2,1,2128,2832,3665,2503,2742,1058
18,11,4,1,1894,2892,2388,2062,1413,1118
33,11,6,1,1513,1907,2321,2241,1831,691
35,11,8,1,1542,1323,2848,2094,1974,1673
2,11,10,1,1217,1566,1083,2099,1093,922
31,11,12,1,1401,2998,2358,4715,2612,1038
13,11,14,1,2609,2459,2067,2476,1517,926
26,11,16,1,1796,1859,2332,2080,1069,775
24,11,18,1,3264,3779,2552,2554,1343,1727
23,11,20,1,3290,2224,3793,3907,1593,1364
21,11,22,1,1663,1546,1755,1580,2266,1264
32,11,24,1,1916,1524,1376,2653,1162,1801
22,11,26,1,2364,1733,2433,1520,1346,782
17,11,28,1,3466,1493,2445,2692,1821,3418
39,11,30,1,5643,1714,1990,2298,1614,1228
42,11,32,1,1933,2857,2062,1503,1216,741
29,11,1,2,1494,3392,1535,8011,1640,1122
6,11,3,2,1554,2085,1855,3051,1051,1526
9,11,5,2,1796,2377,2883,1624,1323,1654
40,11,7,2,4871,2398,1875,2774,3071,1320
27,11,9,2,2643,3672,1852,1425,1418,1221
15,11,11,2,2554,6744,3188,2376,1125,1038
20,11,13,2,2924,2341,3091,2838,1738,1208
5,11,15,2,1361,2578,1953,1773,1536,1344
14,11,17,2,2046,1555,2373,2801,2079,1372
25,11,19,2,2233,2548,3161,1786,1955,1677
37,11,21,2,2070,2644,1578,2076,1578,1494
8,11,23,2,1009,2075,1707,2649,1137,951
38,11,25,2,2439,2186,1397,1883,1398,1292
4,11,27,2,2313,3317,2254,2658,1294,1467
1,11,29,2,2036,2910,2389,2885,1590,1623
16,11,31,2,2472,2112,1741,4257,2292,1264
39,12,2,1,3338,3649,3437,2073,1486,1117
8,12,4,1,2536,3677,1883,2189,1594,1356
3,12,6,1,1638,2365,2574,2097,2214,1430
18,12,8,1,1844,2162,1919,1937,2758,3379
27,12,10,1,2204,2182,2630,2096,2083,1300
22,12,12,1,2284,2685,2845,2491,1232,1314
21,12,14,1,1681,2019,2356,1756,1262,1312
13,12,16,1,2419,2140,3415,2456,1129,1439
24,12,18,1,1990,3115,2118,1938,1255,2365
2,12,20,1,3275,2180,2131,2572,1226,2038
14,12,22,1,2433,2494,4538,2587,1845,1348
1,12,24,1,3050,2648,2289,2473,1511,1612
25,12,26,1,3474,1922,2878,1742,1382,2602
6,12,28,1,3334,2468,4342,2737,1581,3946
7,12,30,1,3131,2190,2995,2313,2008,1984
23,12,32,1,1997,3491,1547,1929,1471,1057
30,12,1,2,3108,2360,1633,3956,1416,1212
10,12,3,2,3640,2339,2017,3050,1243,1904
34,12,5,2,2115,1489,7046,1661,1224,1198
41,12,7,2,2821,4784,2577,2501,1512,2147
15,12,9,2,1712,2729,2006,2073,1502,1579
26,12,11,2,2612,3297,2041,1742,1432,1868
12,12,13,2,3075,2072,2758,2126,1618,1121
32,12,15,2,1107,1909,3556,2045,1426,1693
17,12,17,2,3089,5212,2866,1935,1695,1295
29,12,19,2,2608,2888,3895,2407,2108,2617
20,12,21,2,2710,2732,2165,4510,1403,2234
36,12,23,2,1549,1805,2673,1695,1456,1512
37,12,25,2,3783,4232,3330,8174,2257,1510
38,12,27,2,2817,3308,2233,3273,1359,1985
33,12,29,2,3075,3345,2699,3024,1528,1745
5,12,31,2,3255,2296,2380,2667,1694,1488
7,13,2,1,3315,3217,3569,2869,1701,973
9,13,4,1,3952,4179,3511,3648,2402,1660
21,13,6,1,1966,3832,3205,1770,1838,1417
2,13,8,1,2625,2740,2593,3343,2861,2514
35,13,10,1,2297,2296,2049,2378,1477,820
28,13,12,1,3323,5240,4098,4031,1976,1227
34,13,14,1,4034,2005,3598,2084,2102,871
18,13,16,1,3943,3384,2873,2205,2176,1991
39,13,18,1,2434,2620,2142,986,831,1164
13,13,20,1,4328,3499,2715,2363,2168,2045
33,13,22,1,1928,2750,1422,1152,1155,717
5,13,24,1,3216,2442,2409,3454,1966,2324
